episode,reward
1,-821.4759205582562
2,-1304.3115988920229
3,-1303.5174305568046
4,-1230.8281813308677
5,-1153.1326085057058
6,-1008.8553840601757
7,-1246.4319592217994
8,-873.3106936671674
9,-1117.7951945804373
10,-1008.9310617858067
11,-1071.3908066240751
12,-1126.7650112157085
13,-900.5499917639783
14,-1042.6009115500306
15,-1150.9457100468994
16,-1069.5533864185477
17,-880.2423153058191
18,-1315.0722906564715
19,-944.5269960496058
20,-1253.4102242590545
21,-983.0954402913453
22,-1153.6958587087865
23,-828.0358697515991
24,-1175.8782007470893
25,-1121.3556305181748
26,-890.6228283391189
27,-781.2250874639453
28,-843.5229994751127
29,-1054.641618611623
30,-510.5686575724653
31,-850.7783438995154
32,-521.5227312842192
33,-715.3939143463801
34,-886.9359800654014
35,-633.6432626107627
36,-509.25837048726675
37,-744.7198081008733
38,-814.0822024351129
39,-630.1670188447334
40,-471.9152254267523
41,-370.44354689019127
42,-125.40514085244544
43,-468.5644683194068
44,-121.39312396108892
45,-125.14909337382137
46,-394.5366684646564
47,-118.72174282737691
48,-1194.9115367580716
49,-917.3582667239009
50,-1.6041389389152165
51,-236.49917464468737
52,-359.00926448797526
53,-637.7770432714627
54,-124.07313049995169
55,-2.319146554424847
56,-121.86143738083564
57,-1.7348871695192098
58,-352.38583809381214
59,-519.9115505906792
60,-477.9186515928017
61,-118.09215942632179
62,-126.46569810589455
63,-1.4318669285332246
64,-117.20680273117298
65,-238.32175672770168
66,-377.0436049217774
67,-119.52891592338523
68,-1519.02635170874
69,-233.01785759241457
70,-351.4643490231512
71,-711.5842057528749
72,-464.56143652303075
73,-0.7908628082766052
74,-230.5855245451346
75,-357.1539720399568
76,-520.4260893454551
77,-120.50294073641706
78,-255.3223121774065
79,-392.5241394588524
80,-115.07709100533253
81,-119.24801080455735
82,-242.04727623645326
83,-117.15675022241105
84,-1312.5553959988968
85,-235.47866346276462
86,-120.29585967373104
87,-369.7054293891687
88,-249.64014459748614
89,-1488.684732114225
90,-123.67907565866308
91,-241.8990742967256
92,-1.5700345591777918
93,-1360.6374121145243
94,-1371.3523662954867
95,-117.42316086919715
96,-119.73830056171195
97,-373.73438803536277
98,-253.52634793250326
99,-359.4794712634068
100,-585.3604148219836
