episode,reward
1,-1161.8826730839266
2,-716.1671779860308
3,-1413.0684939813295
4,-889.1262238286755
5,-1635.090621235953
6,-1210.5634171576842
7,-767.3276183316908
8,-1592.8272831135096
9,-969.8242939070938
10,-992.9719693325003
11,-937.6585742112597
12,-909.4138515229873
13,-1240.5855268379757
14,-894.2505727341794
15,-1290.5542796120055
16,-735.0630088159255
17,-997.3090930497086
18,-1107.7653017346486
19,-878.2026797156536
20,-1238.8436126321187
21,-1013.7139269059095
22,-1231.961949838543
23,-895.3118827130893
24,-895.9474702909555
25,-906.8933176100123
26,-651.0257885783345
27,-646.5170095822695
28,-777.1569595012306
29,-613.1628131508104
30,-623.4071792528235
31,-491.728337154332
32,-374.55699985014496
33,-949.6340848549688
34,-427.4337601290487
35,-451.27904130965345
36,-533.4273743325593
37,-127.1970847089004
38,-128.93854535926297
39,-388.3099411112237
40,-771.0560841284197
41,-377.1803913264696
42,-123.50751805666873
43,-368.71492215856983
44,-345.5500933134425
45,-127.51715011298093
46,-126.98353510402832
47,-1259.313026995637
48,-263.7428939066371
49,-235.19094540142
50,-448.98421227368345
51,-121.88037861895903
52,-346.6762842516065
53,-261.0239346907921
54,-1052.3772840484921
55,-128.06704594511427
56,-371.5331224292485
57,-357.4876324050907
58,-351.70636627235984
59,-370.1354148005215
60,-381.6902450573774
61,-120.3414615185192
62,-2.1040269112771313
63,-1.8594501297597963
64,-122.99175895906447
65,-127.80481833929308
66,-125.85893920365002
67,-122.12178216189942
68,-1.9763169544549752
69,-2.2969336577955732
70,-496.6494816047607
71,-120.69715295635226
72,-237.77664991686427
73,-221.1876195511233
74,-237.74084757227328
75,-3.9526752219303565
76,-256.4696233015052
77,-1306.492212814607
78,-563.1846756865547
79,-222.93568547939415
80,-797.295909120742
81,-3.9166207106604007
82,-247.34722862187635
83,-368.04877190586456
84,-244.0701975150564
85,-388.8979840996619
86,-392.1508581092111
87,-455.34263400598206
88,-418.2801359335168
89,-125.7961944611124
90,-129.82592107823837
91,-251.34618684800094
92,-1286.7550612630157
93,-1213.1872098328415
94,-3.517177195382752
95,-243.33232772029123
96,-129.01796052098436
97,-124.79925054412625
98,-3.3563029352726947
99,-3.762128674547648
100,-127.39416100085973
