episode,reward
1,-1523.7876156094112
2,-870.6000892357206
3,-1161.9285544392271
4,-1231.3195066488124
5,-1066.7483323026972
6,-1273.4150521868328
7,-1033.4529967499977
8,-918.6981308664391
9,-1637.3997282404332
10,-1034.572341478918
11,-1171.0592426409178
12,-1276.2318872511787
13,-1202.4566891595223
14,-1237.9145919159228
15,-969.617966631424
16,-1014.8049689302138
17,-900.6114446420174
18,-1120.1158621564769
19,-1238.8544518676931
20,-1247.3547657665579
21,-970.5372738142547
22,-1108.4954115769303
23,-748.1207254879798
24,-759.8929757274627
25,-1063.055434233286
26,-1004.8594492787622
27,-910.8082464662389
28,-878.5548101651514
29,-730.9376733386218
30,-754.9467460100504
31,-741.1717170568153
32,-753.9546899199687
33,-758.4213440130942
34,-506.1542088352519
35,-369.8474776794559
36,-616.6751352938032
37,-254.87997620513895
38,-255.0999364652274
39,-242.0245257645383
40,-905.7806919928523
41,-2.808052989155568
42,-478.3979775147935
43,-4.0121108548779025
44,-126.86529558652089
45,-124.31394513455014
46,-1261.1117504847987
47,-1.7591843215757346
48,-665.071354206211
49,-128.21576683259585
50,-615.466307083788
51,-2.617068186573423
52,-522.8510769866155
53,-120.77964848816158
54,-237.52586552930612
55,-0.822567222272438
56,-120.2140996845687
57,-1212.7563856100478
58,-417.74888797043354
59,-120.3849869787149
60,-342.62166103080506
61,-2.5624935617574036
62,-1550.518582897832
63,-1366.4509569628858
64,-126.493468660367
65,-1215.4913666564162
66,-908.4621866081891
67,-123.149099814325
68,-395.6658292513835
69,-501.7910695229978
70,-131.998762280124
71,-1197.3317756654196
72,-125.12905325205865
73,-123.75411687577834
74,-246.0426817767891
75,-0.9320553246562367
76,-119.01054717061089
77,-1349.5268542537494
78,-1145.9094115316122
79,-1.5281073186092262
80,-1277.0999622170727
81,-656.1929907202232
82,-120.76715915082902
83,-118.24483120656548
84,-215.8670056471161
85,-361.0917201712074
86,-359.91265861614863
87,-1.4247227111452652
88,-121.12485472704917
89,-127.60852796708592
90,-115.81358920961551
91,-115.48648276879865
92,-1.1614721747024561
93,-120.87677082004251
94,-1179.134800870619
95,-119.68677825584881
96,-129.99505090629881
97,-2.3776683853917775
98,-515.4675871410539
99,-265.8063194295543
100,-128.1524155145162
