episode,step,reward,episode_steps
1,30,4.843336517058692,30
2,52,7.120958646556943,22
3,61,6.175622006640688,9
4,84,15.514326824908547,23
5,96,9.114611562965136,12
6,116,14.903569346162874,20
7,127,8.232802362891787,11
8,146,20.23613244121791,19
9,162,11.585064868665235,16
10,181,15.194680638038735,19
11,195,11.666106521732564,14
12,230,3.7322225398273905,35
13,243,9.784001376229623,13
14,253,5.339550351794231,10
15,268,7.747861159924652,15
16,287,8.186624421585805,19
17,315,2.4248309104233083,28
18,344,5.473795097680583,29
19,370,7.332475769912165,26
20,384,11.006586513809793,14
21,394,5.87832360233777,10
22,405,6.713353739562137,11
23,416,8.535563913582017,11
24,430,9.776835765881883,14
25,440,7.376663780695928,10
26,449,6.767132156085479,9
27,474,2.8535301995410096,25
28,507,3.939018442946647,33
29,523,9.418796389443877,16
30,548,4.462106986528905,25
31,559,5.130307050287413,11
32,585,2.064723047173305,26
33,595,6.550527334169959,10
34,625,2.7178248581176145,30
35,636,6.189053072416052,11
36,656,9.247095250540411,20
37,668,8.807519886051923,12
38,686,9.514779987290343,18
39,706,10.316934757771001,20
40,736,10.59606927785983,30
41,761,9.98509763699814,25
42,770,5.983146589640026,9
43,787,11.665012910905295,17
44,814,2.2062437088597893,27
45,833,13.17809558012608,19
46,872,9.765091349726372,39
47,899,2.057964446549705,27
48,928,4.584108607626683,29
49,949,6.634309314174962,21
50,965,7.616450258446664,16
51,991,9.5490095221896,26
52,1002,7.658835036734141,11
53,1016,11.612048933505704,14
54,1037,22.787097356908436,21
55,1060,-1.2047551079139613,23
56,1082,0.17541191700177228,22
57,1093,7.83958871029574,11
58,1118,1.9611560298678603,25
59,1142,3.985762044413365,24
60,1158,13.959084293765416,16
61,1183,1.8832875587683213,25
62,1205,1.1064037810872218,22
63,1232,6.195800157689654,27
64,1255,0.3354740868110262,23
65,1264,5.896498816150544,9
66,1275,7.9644000647101025,11
67,1293,12.09563429201909,18
68,1316,0.7532247899119238,23
69,1334,4.17931831125163,18
70,1359,16.676731194543272,25
71,1387,11.47702835851395,28
72,1417,3.7661760594514186,30
73,1438,5.913286972192159,21
74,1456,8.129570214808748,18
75,1465,5.2406520053457735,9
76,1483,8.474299453523416,18
77,1514,4.090363242218279,31
78,1541,1.952085891078279,27
79,1563,2.4245749188231187,22
80,1594,11.606407839298088,31
81,1604,7.002188956536335,10
82,1629,1.3864517395157818,25
83,1644,7.741920462231448,15
84,1663,16.332310546295755,19
85,1688,2.8705140745410715,25
86,1700,8.42944359878203,12
87,1730,6.059207199028387,30
88,1755,11.469222674252276,25
89,1780,22.704351669735754,25
90,1794,6.822972823263603,14
91,1805,7.633424893880308,11
92,1826,7.629185958186694,21
93,1851,1.4488962223518778,25
94,1874,9.628716008443956,23
95,1892,14.090939947142614,18
96,1921,4.504309726465453,29
97,1944,-0.44528690280657024,23
98,1955,6.814575839849832,11
99,1979,2.320651885946244,24
100,2006,7.0429339577779295,27
101,2033,2.111178501702239,27
102,2041,5.101089724382477,8
103,2052,6.678919871593096,11
104,2063,7.181508758139813,11
105,2082,14.169731524601566,19
106,2106,19.089308083285324,24
107,2120,11.898904271120523,14
108,2144,12.563423380320932,24
109,2157,8.800378326666538,13
110,2174,16.190908905100954,17
111,2199,13.46448207467203,25
112,2226,7.440356927393397,27
113,2242,8.436027132634957,16
114,2272,3.935426526915729,30
115,2284,8.68246431448472,12
116,2295,9.119932916731406,11
117,2310,10.19354448521989,15
118,2337,34.156442085380505,27
119,2351,9.542965349344989,14
120,2370,19.4573984140688,19
121,2379,5.62191227058324,9
122,2390,9.45391305289474,11
123,2419,5.357287105971479,29
124,2451,18.06136783684724,32
125,2469,13.188815795218956,18
126,2492,9.793365776910328,23
127,2521,22.416463359858653,29
128,2544,0.7266886341837064,23
129,2571,5.086820916462985,27
130,2595,6.351093005433167,24
131,2605,5.247851778648769,10
132,2622,12.125710924641385,17
133,2646,2.17843266744437,24
134,2671,29.357525205645715,25
135,2680,6.146263357548179,9
136,2693,10.718898929530361,13
137,2712,17.84334407760233,19
138,2733,20.91923970676059,21
139,2751,9.394014208106118,18
140,2788,9.898062446587161,37
141,2805,16.323697086635175,17
142,2826,13.151659042262237,21
143,2856,19.845794598499058,30
144,2866,5.427388471704875,10
145,2899,29.156811306450816,33
146,2910,5.36170543715084,11
147,2921,5.813575008133345,11
148,2935,11.67105990901599,14
149,2953,9.253898487696212,18
150,2980,29.183935467884183,27
151,2993,8.914893812222916,13
152,3005,10.143382352322021,12
153,3027,10.408923892656354,22
154,3049,5.949617028963349,22
155,3079,11.84639875586037,30
156,3102,6.783230722398634,23
157,3122,15.024951640143598,20
158,3131,5.410816750333911,9
159,3156,9.06064957408914,25
160,3181,15.827111377071533,25
161,3191,6.404939178441921,10
162,3209,6.679789434312487,18
163,3237,4.2996707974200685,28
164,3254,10.77137762407031,17
165,3277,6.409866803024187,23
166,3296,19.604132172001965,19
167,3338,10.542007302270301,42
168,3352,13.168210669085179,14
169,3390,12.409722973889748,38
170,3414,7.596573240361201,24
171,3426,8.398737387049714,12
172,3435,5.6725633986415795,9
173,3457,7.287346634812276,22
174,3478,11.968005927549894,21
175,3503,8.572843306156772,25
176,3519,9.619625236660596,16
177,3529,6.700772199758516,10
178,3540,7.805503160146127,11
179,3587,17.451436152829242,47
180,3603,9.526056465093397,16
181,3624,7.611847490948821,21
182,3654,24.432783264566886,30
183,3684,10.338998874585682,30
184,3701,15.943639034394081,17
185,3721,20.379015779123808,20
186,3729,4.710042324920208,8
187,3751,0.33093404450715025,22
188,3779,3.197790842266542,28
189,3814,29.193966577277465,35
190,3840,9.751185908133868,26
191,3852,6.265838124750391,12
192,3881,3.0896063058909045,29
193,3892,8.575606441397499,11
194,3915,13.98531118051897,23
195,3971,56.154315971000415,56
196,3994,2.484925643358619,23
197,4009,11.047111521616884,15
198,4021,8.690681103895054,12
199,4032,8.388050869650252,11
200,4060,4.057525036664682,28
201,4079,12.468092117872587,19
202,4096,12.126638640154864,17
203,4113,13.743040649456786,17
204,4130,10.111393920222577,17
205,4150,18.047218187651957,20
206,4165,11.850750143304829,15
207,4185,14.490798519334996,20
208,4211,7.825987166882545,26
209,4233,-0.3581357337244795,22
210,4259,1.5781585651453682,26
211,4282,14.31581132926903,23
212,4308,2.021627065824538,26
213,4330,15.436318469041199,22
214,4352,15.477275060484402,22
215,4399,22.602015190532676,47
216,4413,12.013593549096564,14
217,4434,17.523115673700296,21
218,4449,13.183632608122997,15
219,4497,51.82346422705741,48
220,4525,14.856047226474635,28
221,4549,16.52225148380385,24
222,4561,7.121325612908522,12
223,4574,9.818777486319103,13
224,4598,9.176145269538244,24
225,4614,14.874700225765292,16
226,4688,115.72387607336128,74
227,4716,2.762106590708094,28
228,4744,20.599266686635247,28
229,4769,27.5454860707953,25
230,4801,10.384781228638387,32
231,4823,10.946233891584978,22
232,4842,19.454010086183594,19
233,4860,12.79059244003561,18
234,4879,3.6623934486923178,19
235,4896,12.336009497280097,17
236,4932,34.98960071818315,36
237,4962,18.14768189441341,30
238,4975,11.112323099427545,13
239,5014,10.78150892428581,39
240,5051,9.69542401413845,37
241,5078,1.7544999742257743,27
242,5103,26.39658766608316,25
243,5118,6.314142364282388,15
244,5148,22.48760115763786,30
245,5157,6.032567913899486,9
246,5182,4.178831053591445,25
247,5197,13.870462370344333,15
248,5220,11.711965026894754,23
249,5249,16.923723832849294,29
250,5274,9.799410013900353,25
251,5300,2.1408089194228417,26
252,5324,21.222111867911956,24
253,5343,19.464225800127224,19
254,5356,10.298815299649265,13
255,5384,9.566531129547338,28
256,5399,9.807291641529439,15
257,5420,8.96395794134068,21
258,5434,11.363394381000079,14
259,5445,7.850465552761083,11
260,5478,28.480767665776998,33
261,5507,15.215126411305278,29
262,5531,4.627647997410894,24
263,5545,11.119967878823166,14
264,5584,37.451523034162726,39
265,5607,12.5393561554125,23
266,5631,1.065208809280587,24
267,5667,32.8431506205141,36
268,5694,32.26030906736996,27
269,5734,15.45639992785692,40
270,5754,17.910020793996903,20
271,5786,34.483983757655764,32
272,5803,16.57261001393618,17
273,5820,15.19849314007497,17
274,5838,16.7999244569287,18
275,5865,26.725124949943286,27
276,5878,9.890385393173222,13
277,5908,4.58053919403595,30
278,5928,19.93222471906203,20
279,5988,55.25487797492348,60
280,6021,10.934313577959097,33
281,6038,16.96152631342219,17
282,6066,14.409730218984667,28
283,6094,9.687701153519141,28
284,6126,27.554965467956517,32
285,6164,30.651909794084336,38
286,6182,18.12125183665969,18
287,6210,26.833760317080742,28
288,6241,26.789659777833837,31
289,6261,14.149551815560962,20
290,6291,19.48600834883354,30
291,6317,18.676444957639056,26
292,6356,28.740298165976363,39
293,6389,24.9812203402336,33
294,6448,56.693514073545366,59
295,6496,76.34257179323073,48
296,6507,7.762778292048977,11
297,6540,24.46349284680613,33
298,6561,22.193778670192657,21
299,6576,10.475489730690823,15
300,6607,21.42129054710015,31
301,6676,112.01539656893792,69
302,6706,36.95576731261966,30
303,6741,28.899756163360014,35
304,6766,13.378064243053618,25
305,6815,50.41646271568324,49
306,6860,57.13236424304244,45
307,6893,8.280574249871691,33
308,6916,20.497948746559604,23
309,6972,71.78798258020865,56
310,6985,11.155394331008269,13
311,7046,41.99133971808681,61
312,7088,23.292971505295263,42
313,7146,63.79493135803919,58
314,7172,25.04325373681962,26
315,7201,6.991121300292692,29
316,7218,16.72352754367342,17
317,7241,21.337277547154578,23
318,7294,48.153236863862865,53
319,7308,12.87521686224234,14
320,7326,17.762772599848997,18
321,7380,71.10390905701877,54
322,7403,15.401818311696891,23
323,7567,240.9284112997227,164
324,7601,16.34878275826646,34
325,7689,115.91272202242675,88
326,7771,166.917150523316,82
327,7865,103.31104576529077,94
328,7889,10.37181302528527,24
329,7905,13.99076239877362,16
330,7940,45.59043962077747,35
331,8026,161.23238535242032,86
332,8062,15.88231224066377,36
333,8081,11.015033712005511,19
334,8110,23.680164077291398,29
335,8123,9.731016413237596,13
336,8159,17.342413359150495,36
337,8192,18.123815547162632,33
338,8215,23.7890382634719,23
339,8253,14.438848707838327,38
340,8307,91.2355955782377,54
341,8398,123.45317510273746,91
342,8422,12.675531584216705,24
343,8471,65.13714554023628,49
344,8493,15.281430649097672,22
345,8577,150.02517038871352,84
346,8612,34.09675218325618,35
347,8642,26.76658700522551,30
348,8665,28.0216768597409,23
349,8683,16.359986748154878,18
350,8691,5.013936846340728,8
