episode,reward
1,-1665.7735697345545
2,-1062.0593801158439
3,-1793.5411572679286
4,-1569.4974363157294
5,-1051.4859858647062
6,-1369.7265325507192
7,-980.430083041601
8,-1612.0641356941298
9,-1678.9761080313392
10,-1129.1153910998312
11,-1021.4366406437445
12,-1038.4397914473682
13,-1198.7743362245737
14,-1194.0410039226988
15,-1074.1419104614176
16,-1071.4477734555267
17,-1086.9967611238187
18,-1332.8955905535072
19,-1146.0908117685756
20,-1200.4187103521858
21,-1173.9309236164418
22,-889.3830625038614
23,-1117.4414548191735
24,-1051.6341798040232
25,-1361.5525361733348
26,-1378.841903159342
27,-925.1192313889314
28,-1183.4688385257818
29,-1045.3122948769546
30,-890.0635436952386
31,-1074.5594093833067
32,-1040.7573919110673
33,-845.5875870275136
34,-742.1911343347036
35,-906.013323042482
36,-517.0790439820391
37,-1135.841528431794
38,-646.5077698416906
39,-1006.0187698293897
40,-987.5313080554555
41,-997.068108327867
42,-633.2938333584949
43,-379.15886716712566
44,-834.2716166809798
45,-1077.1280748712272
46,-626.7711544566932
47,-379.70119996446175
48,-885.1304274442446
49,-1056.4369003302654
50,-1269.4565084427088
51,-1162.6521103266055
52,-132.8743128081002
53,-263.44907378661463
54,-635.749830594441
55,-2.008155964741841
56,-246.67254118338954
57,-378.71559558308235
58,-130.27681543113943
59,-119.72739742202184
60,-237.1014209346448
61,-1320.397708538909
62,-1556.7122626107018
63,-1437.0341645231847
64,-240.23971539842628
65,-2.3347227175242535
66,-249.00467890300663
67,-124.83877676176105
68,-131.7673864409664
69,-1145.1576355750947
70,-125.04595542685371
71,-1067.5349709803636
72,-243.02743732523936
73,-1410.6853032546853
74,-1.7853584214234706
75,-127.9604005489275
76,-253.9332366334308
77,-124.36899222766286
78,-1255.6199792685302
79,-353.8094244499603
80,-129.8518458703437
81,-1152.8727132970566
82,-1473.4671052888903
83,-1456.0322695365487
84,-1445.2055551876147
85,-1495.6217484045442
86,-1412.8452631500354
87,-1464.937822557451
88,-394.4508504520792
89,-1372.7758767344906
90,-1333.813720327333
91,-1188.0701196010439
92,-1301.1192315418323
93,-1018.179100451332
94,-2.2037880944000365
95,-1.9907154767405986
96,-3.3343689309679174
97,-1070.438760427335
98,-823.6331641414105
99,-770.5007497223311
100,-3.012770913635353
