episode,reward
1,-1677.567481068196
2,-1813.267236045869
3,-1567.3400683784666
4,-1130.4286137761046
5,-1456.8155624093772
6,-1096.1107491020146
7,-1225.4959009252511
8,-1499.0674176624693
9,-1190.2844052087996
10,-860.1573618977417
11,-1089.9894224231962
12,-1059.2086045758654
13,-1045.4467570304787
14,-1029.6016418459617
15,-1232.5647805528458
16,-1257.3504096967174
17,-1022.3732948357717
18,-1054.2278984079462
19,-1266.3437439633233
20,-1146.1056692554232
21,-1248.0929680019456
22,-913.8276591796186
23,-853.6830949427781
24,-771.1523558813208
25,-762.0716702908005
26,-991.9932789556327
27,-609.6448212836077
28,-630.1203329908413
29,-515.1902020161709
30,-517.5765005694128
31,-497.2785799606371
32,-1087.1530215134455
33,-128.0527703155046
34,-628.9780840586396
35,-233.91905215456478
36,-779.9697266217108
37,-127.23818797911525
38,-479.21256130723646
39,-653.9206816875917
40,-4.86609880577245
41,-117.51578407026942
42,-237.63646947040735
43,-121.41299104588396
44,-1507.1490425704094
45,-121.99498894723192
46,-237.15261785646996
47,-124.70069292106228
48,-364.2799903281992
49,-352.2738729484226
50,-230.3532017637617
51,-1357.5803291034051
52,-3.3774396798843958
53,-501.0808381969535
54,-1563.0712988251596
55,-1397.52998466791
56,-1112.180501626319
57,-127.68267684445773
58,-122.81988062421634
59,-125.88579430740177
60,-128.1656714190864
61,-1397.5917985890883
62,-132.96839307363834
63,-119.21038468325145
64,-806.6470327826997
65,-3.5392281643269015
66,-368.2194650636907
67,-125.2664735926754
68,-123.75539294662363
69,-1.8180734400382557
70,-236.06310220946256
71,-1.8008206437502492
72,-1331.3421814134488
73,-1336.9428718146276
74,-1079.531876228763
75,-1272.819284456755
76,-254.03144821730078
77,-126.5840802723727
78,-357.05954145884454
79,-125.67012069527699
80,-255.25386516294708
81,-125.46129257686701
82,-3.6848456374144076
83,-119.37644664776887
84,-3.829203817823271
85,-125.39859297682625
86,-500.9486608056353
87,-1048.830432023631
88,-1227.064249781292
89,-2.6490060635116857
90,-373.1075465908797
91,-120.92755542229142
92,-0.9727063949883843
93,-1399.777645225915
94,-124.3600152997759
95,-122.3761560283122
96,-1332.7227287135106
97,-236.00545129268488
98,-1.9549235780244902
99,-337.15172868431563
100,-476.1587500206055
