episode,reward
1,26.0
2,27.0
3,13.0
4,21.0
5,25.0
6,10.0
7,30.0
8,23.0
9,29.0
10,23.0
11,16.0
12,24.0
13,32.0
14,18.0
15,59.0
16,15.0
17,49.0
18,41.0
19,38.0
20,24.0
21,22.0
22,27.0
23,43.0
24,46.0
25,75.0
26,104.0
27,52.0
28,15.0
29,76.0
30,24.0
31,23.0
32,99.0
33,33.0
34,41.0
35,97.0
36,47.0
37,56.0
38,82.0
39,62.0
40,46.0
41,51.0
42,60.0
43,81.0
44,43.0
45,70.0
46,96.0
47,52.0
48,80.0
49,104.0
50,75.0
51,80.0
52,107.0
53,82.0
54,56.0
55,85.0
56,44.0
57,75.0
58,51.0
59,158.0
60,73.0
61,139.0
62,150.0
63,98.0
64,129.0
65,158.0
66,229.0
67,209.0
68,223.0
69,201.0
70,102.0
71,261.0
72,371.0
73,500.0
74,500.0
75,500.0
76,456.0
77,500.0
78,500.0
79,489.0
80,274.0
81,230.0
82,207.0
83,37.0
84,185.0
85,202.0
86,135.0
87,120.0
88,500.0
89,275.0
90,441.0
91,500.0
92,122.0
93,151.0
94,152.0
95,500.0
96,411.0
97,375.0
98,180.0
99,234.0
100,128.0
101,251.0
102,456.0
103,500.0
104,358.0
105,185.0
106,500.0
107,157.0
108,438.0
109,356.0
110,151.0
111,128.0
112,392.0
113,500.0
114,500.0
115,419.0
116,500.0
117,500.0
118,500.0
119,500.0
120,300.0
121,279.0
122,364.0
123,395.0
124,181.0
125,500.0
126,500.0
127,500.0
128,500.0
129,500.0
130,500.0
131,500.0
132,500.0
133,500.0
134,500.0
135,500.0
136,500.0
137,500.0
138,500.0
139,500.0
140,500.0
141,500.0
142,500.0
143,500.0
144,500.0
145,500.0
146,500.0
147,500.0
148,500.0
149,500.0
150,500.0
