episode,reward
1,37
2,34
3,16
4,29
5,72
6,30
7,27
8,73
9,34
10,13
11,69
12,51
13,31
14,36
15,44
16,37
17,27
18,46
19,12
20,24
21,75
22,18
23,40
24,49
25,93
26,63
27,70
28,29
29,34
30,32
31,71
32,41
33,22
34,40
35,60
36,61
37,46
38,23
39,84
40,76
41,42
42,46
43,55
44,42
45,51
46,29
47,49
48,36
49,73
50,29
51,42
52,58
53,49
54,34
55,29
56,41
57,64
58,49
59,39
60,73
61,119
62,100
63,290
64,106
65,79
66,256
67,210
68,189
69,205
70,207
71,78
72,207
73,50
74,72
75,85
76,113
77,132
78,80
79,98
80,118
81,128
82,85
83,18
84,15
85,11
86,10
87,11
88,16
89,14
90,15
91,17
92,15
93,13
94,61
95,12
96,219
97,14
98,15
99,500
100,18
101,11
102,500
103,484
104,392
105,356
106,299
107,295
108,302
109,292
110,303
111,333
112,361
113,382
114,406
115,383
116,439
117,493
118,494
119,500
120,500
121,500
122,500
123,500
124,500
125,500
126,65
127,500
128,72
129,101
130,33
131,25
132,31
133,22
134,17
135,24
136,28
137,13
138,24
139,26
140,23
141,25
142,17
143,23
144,13
145,29
146,22
147,24
148,18
149,34
150,24
