episode,reward
1,39
2,23
3,10
4,37
5,24
6,17
7,13
8,13
9,24
10,19
11,28
12,28
13,14
14,14
15,37
16,13
17,12
18,34
19,54
20,41
21,14
22,14
23,29
24,76
25,20
26,11
27,21
28,24
29,14
30,13
31,16
32,19
33,19
34,37
35,12
36,58
37,42
38,34
39,27
40,15
41,26
42,13
43,17
44,17
45,23
46,44
47,43
48,39
49,65
50,58
51,43
52,13
53,37
54,71
55,75
56,71
57,57
58,45
59,27
60,14
61,80
62,17
63,173
64,52
65,35
66,52
67,76
68,17
69,43
70,28
71,80
72,38
73,30
74,62
75,93
76,54
77,59
78,57
79,88
80,59
81,87
82,100
83,141
84,127
85,99
86,78
87,82
88,76
89,54
90,41
91,62
92,34
93,43
94,69
95,82
96,72
97,73
98,84
99,101
100,121
101,112
102,144
103,155
104,134
105,154
106,144
107,168
108,159
109,181
110,206
111,343
112,375
113,500
114,500
115,500
116,223
117,500
118,500
119,169
120,380
121,433
122,500
123,225
124,500
125,88
126,449
127,500
128,270
129,56
130,212
131,31
132,97
133,14
134,20
135,28
136,13
137,19
138,26
139,54
140,29
141,28
142,26
143,30
144,48
145,29
146,25
147,42
148,29
149,101
150,77
